H,R,T
https://www.kegg.jp/entry/C00155,NDrelation,http://www.ihtsdo.org/SCT_723190009
http://nlp_microbe.ccnu.edu.cn/entity/139,NMrelation,https://www.kegg.jp/entry/C00008
http://nlp_microbe.ccnu.edu.cn/entity/28188,NMrelation,https://www.kegg.jp/entry/C05755
http://nlp_microbe.ccnu.edu.cn/entity/219301,MDrelation,http://www.ihtsdo.org/SCT_254837009
http://nlp_microbe.ccnu.edu.cn/entity/1492,NMrelation,https://www.kegg.jp/entry/C05260
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_64766004
https://www.kegg.jp/entry/C00025,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/712961
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1605
http://nlp_microbe.ccnu.edu.cn/entity/29388,MDrelation,http://www.ihtsdo.org/SCT_41565005
https://www.kegg.jp/entry/C00025,NDrelation,http://www.ihtsdo.org/SCT_154776002
https://www.kegg.jp/entry/C00062,NDrelation,http://www.ihtsdo.org/SCT_414916001
https://www.kegg.jp/entry/C00155,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/648
http://nlp_microbe.ccnu.edu.cn/entity/1018,MDrelation,http://www.ihtsdo.org/SCT_414916001
http://nlp_microbe.ccnu.edu.cn/entity/35617,MDrelation,http://www.ihtsdo.org/SCT_191740008
https://www.kegg.jp/entry/C00255,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/985002
http://nlp_microbe.ccnu.edu.cn/entity/1354,NMrelation,https://www.kegg.jp/entry/C16255
http://nlp_microbe.ccnu.edu.cn/entity/1249,MDrelation,http://www.ihtsdo.org/SCT_35604006
http://nlp_microbe.ccnu.edu.cn/entity/67265,MDrelation,http://www.ihtsdo.org/SCT_190963004
https://www.kegg.jp/entry/C00078,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/817
http://nlp_microbe.ccnu.edu.cn/entity/585,MDrelation,http://www.ihtsdo.org/SCT_48694002
https://www.kegg.jp/entry/C00025,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/568703
https://www.kegg.jp/entry/C00062,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/76761
http://nlp_microbe.ccnu.edu.cn/entity/484,MDrelation,http://www.ihtsdo.org/SCT_41864002
http://nlp_microbe.ccnu.edu.cn/entity/1624,NMrelation,https://www.kegg.jp/entry/C00345
https://www.kegg.jp/entry/C00369,NDrelation,http://www.ihtsdo.org/SCT_43614003
http://nlp_microbe.ccnu.edu.cn/entity/59814,MDrelation,http://www.ihtsdo.org/SCT_248325000
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_190608007
https://www.kegg.jp/entry/C00016,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/985002
http://nlp_microbe.ccnu.edu.cn/entity/287,NMrelation,https://www.kegg.jp/entry/C01748
http://nlp_microbe.ccnu.edu.cn/entity/2718,MDrelation,http://www.ihtsdo.org/SCT_414916001
https://www.kegg.jp/entry/C00068,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/729
https://www.kegg.jp/entry/C00025,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/137591
https://www.kegg.jp/entry/C00155,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/29466
https://www.kegg.jp/entry/C00061,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1280
https://www.kegg.jp/entry/C00153,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/39491
http://nlp_microbe.ccnu.edu.cn/entity/146923,MDrelation,http://www.ihtsdo.org/SCT_414916001
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_80843008
http://nlp_microbe.ccnu.edu.cn/entity/626940,MDrelation,http://www.ihtsdo.org/SCT_373576009
http://nlp_microbe.ccnu.edu.cn/entity/622,MDrelation,http://www.ihtsdo.org/SCT_2707005
http://nlp_microbe.ccnu.edu.cn/entity/43767,MDrelation,http://www.ihtsdo.org/SCT_191044006
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_396275006
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_154722002
https://www.kegg.jp/entry/C00864,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1598
https://www.kegg.jp/entry/C00183,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/817
https://www.kegg.jp/entry/C00153,NDrelation,http://www.ihtsdo.org/SCT_414916001
http://nlp_microbe.ccnu.edu.cn/entity/470,MDrelation,http://www.ihtsdo.org/SCT_408856003
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/28112
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_226586002
http://nlp_microbe.ccnu.edu.cn/entity/669,MDrelation,http://www.ihtsdo.org/SCT_154671004
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_267511009
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_302868002
https://www.kegg.jp/entry/C00025,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1303
http://nlp_microbe.ccnu.edu.cn/entity/152500,MDrelation,http://www.ihtsdo.org/SCT_367127009
http://nlp_microbe.ccnu.edu.cn/entity/1463164,MDrelation,http://www.ihtsdo.org/SCT_302868002
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/29380
http://nlp_microbe.ccnu.edu.cn/entity/1358,NMrelation,https://www.kegg.jp/entry/C01250
https://www.kegg.jp/entry/C00116,NDrelation,http://www.ihtsdo.org/SCT_72366004
https://www.kegg.jp/entry/C00061,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/562
https://www.kegg.jp/entry/C00089,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/371601
http://nlp_microbe.ccnu.edu.cn/entity/1358,NMrelation,https://www.kegg.jp/entry/C05762
http://nlp_microbe.ccnu.edu.cn/entity/1249,MDrelation,http://www.ihtsdo.org/SCT_147016002
http://nlp_microbe.ccnu.edu.cn/entity/1351,NMrelation,https://www.kegg.jp/entry/C00671
http://nlp_microbe.ccnu.edu.cn/entity/847,MDrelation,http://www.ihtsdo.org/SCT_95570007
http://nlp_microbe.ccnu.edu.cn/entity/1423,NMrelation,https://www.kegg.jp/entry/C00074
http://nlp_microbe.ccnu.edu.cn/entity/1902,MDrelation,http://www.ihtsdo.org/SCT_190963004
https://www.kegg.jp/entry/C00120,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/562
http://nlp_microbe.ccnu.edu.cn/entity/55087,MDrelation,http://www.ihtsdo.org/SCT_269324003
https://www.kegg.jp/entry/C00025,NDrelation,http://www.ihtsdo.org/SCT_5476005
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_227588009
http://nlp_microbe.ccnu.edu.cn/entity/45634,MDrelation,http://www.ihtsdo.org/SCT_373576009
https://www.kegg.jp/entry/C00047,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/851
http://nlp_microbe.ccnu.edu.cn/entity/817,MDrelation,http://www.ihtsdo.org/SCT_35489007
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_396275006
http://nlp_microbe.ccnu.edu.cn/entity/287,NMrelation,https://www.kegg.jp/entry/C00254
http://nlp_microbe.ccnu.edu.cn/entity/243164,MDrelation,http://www.ihtsdo.org/SCT_5476005
https://www.kegg.jp/entry/C00089,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/33010
https://www.kegg.jp/entry/C00072,NDrelation,http://www.ihtsdo.org/SCT_54336006
http://nlp_microbe.ccnu.edu.cn/entity/1001583,MDrelation,http://www.ihtsdo.org/SCT_154774004
http://nlp_microbe.ccnu.edu.cn/entity/287,MDrelation,http://www.ihtsdo.org/SCT_41565005
https://www.kegg.jp/entry/C00025,NDrelation,http://www.ihtsdo.org/SCT_154671004
http://nlp_microbe.ccnu.edu.cn/entity/33894,MDrelation,http://www.ihtsdo.org/SCT_190963004
http://nlp_microbe.ccnu.edu.cn/entity/562,NMrelation,https://www.kegg.jp/entry/C00705
http://nlp_microbe.ccnu.edu.cn/entity/166486,MDrelation,http://www.ihtsdo.org/SCT_190905008
http://nlp_microbe.ccnu.edu.cn/entity/702459,MDrelation,http://www.ihtsdo.org/SCT_233815004
http://nlp_microbe.ccnu.edu.cn/entity/1117,MDrelation,http://www.ihtsdo.org/SCT_224729007
https://www.kegg.jp/entry/C00864,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/29466
https://www.kegg.jp/entry/C00047,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/28112
https://www.kegg.jp/entry/C00025,NDrelation,http://www.ihtsdo.org/SCT_73211009
https://www.kegg.jp/entry/C16439,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/46228
http://nlp_microbe.ccnu.edu.cn/entity/1465,MDrelation,http://www.ihtsdo.org/SCT_190963004
https://www.kegg.jp/entry/C00153,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/936456
https://www.kegg.jp/entry/C00120,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/137658
https://www.kegg.jp/entry/C00016,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/197
https://www.kegg.jp/entry/C16439,NDrelation,http://www.ihtsdo.org/SCT_373576009
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1605
http://nlp_microbe.ccnu.edu.cn/entity/1110546,MDrelation,http://www.ihtsdo.org/SCT_147016002
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_72900001
https://www.kegg.jp/entry/C00062,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/64667
https://www.kegg.jp/entry/C00155,NDrelation,http://www.ihtsdo.org/SCT_191740008
http://nlp_microbe.ccnu.edu.cn/entity/1598,NMrelation,https://www.kegg.jp/entry/C06007
https://www.kegg.jp/entry/C00072,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/287
http://nlp_microbe.ccnu.edu.cn/entity/1763,MDrelation,http://www.ihtsdo.org/SCT_154889000
http://nlp_microbe.ccnu.edu.cn/entity/1309,NMrelation,https://www.kegg.jp/entry/C00074
http://nlp_microbe.ccnu.edu.cn/entity/36805,MDrelation,http://www.ihtsdo.org/SCT_269547001
https://www.kegg.jp/entry/C00183,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/36745
http://nlp_microbe.ccnu.edu.cn/entity/28137,MDrelation,http://www.ihtsdo.org/SCT_41864002
https://www.kegg.jp/entry/C00016,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/585
http://nlp_microbe.ccnu.edu.cn/entity/837,MDrelation,http://www.ihtsdo.org/SCT_69896004
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1423
https://www.kegg.jp/entry/C00153,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/840
http://nlp_microbe.ccnu.edu.cn/entity/582,MDrelation,http://www.ihtsdo.org/SCT_414915002
http://nlp_microbe.ccnu.edu.cn/entity/1397,NMrelation,https://www.kegg.jp/entry/C00111
https://www.kegg.jp/entry/C00016,NDrelation,http://www.ihtsdo.org/SCT_19943007
http://nlp_microbe.ccnu.edu.cn/entity/216816,NMrelation,https://www.kegg.jp/entry/C15813
http://nlp_microbe.ccnu.edu.cn/entity/1935,MDrelation,http://www.ihtsdo.org/SCT_35604006
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/67825
http://nlp_microbe.ccnu.edu.cn/entity/985002,MDrelation,http://www.ihtsdo.org/SCT_48532005
http://nlp_microbe.ccnu.edu.cn/entity/589437,MDrelation,http://www.ihtsdo.org/SCT_414916001
https://www.kegg.jp/entry/C00155,NDrelation,http://www.ihtsdo.org/SCT_9014002
http://nlp_microbe.ccnu.edu.cn/entity/137591,MDrelation,http://www.ihtsdo.org/SCT_414915002
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_190678008
https://www.kegg.jp/entry/C00183,NDrelation,http://www.ihtsdo.org/SCT_203094001
https://www.kegg.jp/entry/C00025,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/110500
https://www.kegg.jp/entry/C00025,NDrelation,http://www.ihtsdo.org/SCT_267467004
http://nlp_microbe.ccnu.edu.cn/entity/139,NMrelation,https://www.kegg.jp/entry/C00882
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_267511009
http://nlp_microbe.ccnu.edu.cn/entity/446660,NMrelation,https://www.kegg.jp/entry/C00263
http://nlp_microbe.ccnu.edu.cn/entity/28449,NMrelation,https://www.kegg.jp/entry/C05758
http://nlp_microbe.ccnu.edu.cn/entity/550,MDrelation,http://www.ihtsdo.org/SCT_414916001
http://nlp_microbe.ccnu.edu.cn/entity/1598,NMrelation,https://www.kegg.jp/entry/C00022
http://nlp_microbe.ccnu.edu.cn/entity/44249,MDrelation,http://www.ihtsdo.org/SCT_56925008
http://nlp_microbe.ccnu.edu.cn/entity/1624,NMrelation,https://www.kegg.jp/entry/C05923
https://www.kegg.jp/entry/C00016,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/582
https://www.kegg.jp/entry/C00062,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1280
http://nlp_microbe.ccnu.edu.cn/entity/216816,NMrelation,https://www.kegg.jp/entry/C00141
http://nlp_microbe.ccnu.edu.cn/entity/823,MDrelation,http://www.ihtsdo.org/SCT_396331005
https://www.kegg.jp/entry/C00025,NDrelation,http://www.ihtsdo.org/SCT_86044005
https://www.kegg.jp/entry/C00016,NDrelation,http://www.ihtsdo.org/SCT_25370001
https://www.kegg.jp/entry/C00061,NDrelation,http://www.ihtsdo.org/SCT_408856003
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_308125009
https://www.kegg.jp/entry/C00025,NDrelation,http://www.ihtsdo.org/SCT_154671004
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1016
https://www.kegg.jp/entry/C00062,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1396
https://www.kegg.jp/entry/C00183,NDrelation,http://www.ihtsdo.org/SCT_367127009
https://www.kegg.jp/entry/C00255,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/585
http://nlp_microbe.ccnu.edu.cn/entity/1771,NMrelation,https://www.kegg.jp/entry/C00063
https://www.kegg.jp/entry/C00025,NDrelation,http://www.ihtsdo.org/SCT_44054006
http://nlp_microbe.ccnu.edu.cn/entity/1280,MDrelation,http://www.ihtsdo.org/SCT_56925008
http://nlp_microbe.ccnu.edu.cn/entity/1747,MDrelation,http://www.ihtsdo.org/SCT_1847009
http://nlp_microbe.ccnu.edu.cn/entity/1351,NMrelation,https://www.kegg.jp/entry/C00235
https://www.kegg.jp/entry/C00068,NDrelation,http://www.ihtsdo.org/SCT_43614003
https://www.kegg.jp/entry/C00072,NDrelation,http://www.ihtsdo.org/SCT_126797001
http://nlp_microbe.ccnu.edu.cn/entity/1661425,MDrelation,http://www.ihtsdo.org/SCT_147016002
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_260372006
http://nlp_microbe.ccnu.edu.cn/entity/1303,MDrelation,http://www.ihtsdo.org/SCT_204507004
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_224729007
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_190595009
https://www.kegg.jp/entry/C16439,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/97478
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_308125009
https://www.kegg.jp/entry/C00047,NDrelation,http://www.ihtsdo.org/SCT_19943007
https://www.kegg.jp/entry/C00183,NDrelation,http://www.ihtsdo.org/SCT_203094001
http://nlp_microbe.ccnu.edu.cn/entity/36745,MDrelation,http://www.ihtsdo.org/SCT_52448006
http://nlp_microbe.ccnu.edu.cn/entity/582,MDrelation,http://www.ihtsdo.org/SCT_2492009
https://www.kegg.jp/entry/C00047,NDrelation,http://www.ihtsdo.org/SCT_64766004
http://nlp_microbe.ccnu.edu.cn/entity/239935,MDrelation,http://www.ihtsdo.org/SCT_73211009
https://www.kegg.jp/entry/C00061,NDrelation,http://www.ihtsdo.org/SCT_32398004
https://www.kegg.jp/entry/C00062,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/143361
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_248325000
https://www.kegg.jp/entry/C00318,NDrelation,http://www.ihtsdo.org/SCT_414916001
https://www.kegg.jp/entry/C00155,NDrelation,http://www.ihtsdo.org/SCT_154889000
http://nlp_microbe.ccnu.edu.cn/entity/1303,MDrelation,http://www.ihtsdo.org/SCT_75053002
http://nlp_microbe.ccnu.edu.cn/entity/33051,MDrelation,http://www.ihtsdo.org/SCT_35604006
http://nlp_microbe.ccnu.edu.cn/entity/1351,NMrelation,https://www.kegg.jp/entry/C01302
http://nlp_microbe.ccnu.edu.cn/entity/230143,MDrelation,http://www.ihtsdo.org/SCT_80967001
https://www.kegg.jp/entry/C00025,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/208964
https://www.kegg.jp/entry/C00025,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/83332
http://nlp_microbe.ccnu.edu.cn/entity/817,MDrelation,http://www.ihtsdo.org/SCT_190976005
http://nlp_microbe.ccnu.edu.cn/entity/703,MDrelation,http://www.ihtsdo.org/SCT_414916001
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_154730001
https://www.kegg.jp/entry/C00318,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1680
http://nlp_microbe.ccnu.edu.cn/entity/582,NMrelation,https://www.kegg.jp/entry/C05268
https://www.kegg.jp/entry/C00016,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/28131
https://www.kegg.jp/entry/C00068,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1302
https://www.kegg.jp/entry/C00120,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1661425
http://nlp_microbe.ccnu.edu.cn/entity/662,MDrelation,http://www.ihtsdo.org/SCT_156726002
https://www.kegg.jp/entry/C00047,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/28116
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_267888004
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_154722002
http://nlp_microbe.ccnu.edu.cn/entity/28188,NMrelation,https://www.kegg.jp/entry/C00671
https://www.kegg.jp/entry/C00025,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/562
http://nlp_microbe.ccnu.edu.cn/entity/821,NMrelation,https://www.kegg.jp/entry/C00415
https://www.kegg.jp/entry/C00025,NDrelation,http://www.ihtsdo.org/SCT_2556008
https://www.kegg.jp/entry/C00183,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/851
http://nlp_microbe.ccnu.edu.cn/entity/1598,NMrelation,https://www.kegg.jp/entry/C00522
http://nlp_microbe.ccnu.edu.cn/entity/33894,MDrelation,http://www.ihtsdo.org/SCT_154776002
https://www.kegg.jp/entry/C00025,NDrelation,http://www.ihtsdo.org/SCT_73211009
https://www.kegg.jp/entry/C00062,NDrelation,http://www.ihtsdo.org/SCT_5476005
http://nlp_microbe.ccnu.edu.cn/entity/729,MDrelation,http://www.ihtsdo.org/SCT_1761006
https://www.kegg.jp/entry/C00072,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/28037
https://www.kegg.jp/entry/C00037,NDrelation,http://www.ihtsdo.org/SCT_267511009
http://nlp_microbe.ccnu.edu.cn/entity/138074,MDrelation,http://www.ihtsdo.org/SCT_191044006
http://nlp_microbe.ccnu.edu.cn/entity/1280,MDrelation,http://www.ihtsdo.org/SCT_195353004
https://www.kegg.jp/entry/C00061,NDrelation,http://www.ihtsdo.org/SCT_781382000
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_302868002
https://www.kegg.jp/entry/C00062,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/28037
http://nlp_microbe.ccnu.edu.cn/entity/1765,MDrelation,http://www.ihtsdo.org/SCT_154889000
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/242230
https://www.kegg.jp/entry/C00155,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1771
https://www.kegg.jp/entry/C00062,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1396
https://www.kegg.jp/entry/C00183,NDrelation,http://www.ihtsdo.org/SCT_269324003
http://nlp_microbe.ccnu.edu.cn/entity/156979,MDrelation,http://www.ihtsdo.org/SCT_165232002
http://nlp_microbe.ccnu.edu.cn/entity/1590,NMrelation,https://www.kegg.jp/entry/C04501
http://nlp_microbe.ccnu.edu.cn/entity/246432,MDrelation,http://www.ihtsdo.org/SCT_267511009
https://www.kegg.jp/entry/C00369,NDrelation,http://www.ihtsdo.org/SCT_2556008
http://nlp_microbe.ccnu.edu.cn/entity/582,MDrelation,http://www.ihtsdo.org/SCT_408856003
http://nlp_microbe.ccnu.edu.cn/entity/1351,NMrelation,https://www.kegg.jp/entry/C01037
http://nlp_microbe.ccnu.edu.cn/entity/136468,MDrelation,http://www.ihtsdo.org/SCT_308125009
http://nlp_microbe.ccnu.edu.cn/entity/28116,NMrelation,https://www.kegg.jp/entry/C05751
https://www.kegg.jp/entry/C00183,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/663
https://www.kegg.jp/entry/C00068,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/585
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1302
http://nlp_microbe.ccnu.edu.cn/entity/851,MDrelation,http://www.ihtsdo.org/SCT_44054006
https://www.kegg.jp/entry/C00155,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/83334
http://nlp_microbe.ccnu.edu.cn/entity/1639,MDrelation,http://www.ihtsdo.org/SCT_80843008
https://www.kegg.jp/entry/C00155,NDrelation,http://www.ihtsdo.org/SCT_154889000
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_190678008
http://nlp_microbe.ccnu.edu.cn/entity/1492,MDrelation,http://www.ihtsdo.org/SCT_91487003
https://www.kegg.jp/entry/C00047,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/585
https://www.kegg.jp/entry/C00120,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/663
https://www.kegg.jp/entry/C00369,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/28037
http://nlp_microbe.ccnu.edu.cn/entity/69824,MDrelation,http://www.ihtsdo.org/SCT_10743008
http://nlp_microbe.ccnu.edu.cn/entity/139,MDrelation,http://www.ihtsdo.org/SCT_246199000
https://www.kegg.jp/entry/C00016,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/29385
http://nlp_microbe.ccnu.edu.cn/entity/585,NMrelation,https://www.kegg.jp/entry/C04677
http://nlp_microbe.ccnu.edu.cn/entity/837,MDrelation,http://www.ihtsdo.org/SCT_154469006
http://nlp_microbe.ccnu.edu.cn/entity/239935,NMrelation,https://www.kegg.jp/entry/C03741
https://www.kegg.jp/entry/C00155,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/57975
http://nlp_microbe.ccnu.edu.cn/entity/817,MDrelation,http://www.ihtsdo.org/SCT_24079001
http://nlp_microbe.ccnu.edu.cn/entity/1771,NMrelation,https://www.kegg.jp/entry/C05264
http://nlp_microbe.ccnu.edu.cn/entity/28031,MDrelation,http://www.ihtsdo.org/SCT_154776002
https://www.kegg.jp/entry/C00183,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/663
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_418634005
https://www.kegg.jp/entry/C00016,NDrelation,http://www.ihtsdo.org/SCT_109841003
https://www.kegg.jp/entry/C00062,NDrelation,http://www.ihtsdo.org/SCT_414916001
https://www.kegg.jp/entry/C00183,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/70863
http://nlp_microbe.ccnu.edu.cn/entity/28111,MDrelation,http://www.ihtsdo.org/SCT_414916001
https://www.kegg.jp/entry/C00255,NDrelation,http://www.ihtsdo.org/SCT_200936003
http://nlp_microbe.ccnu.edu.cn/entity/821,MDrelation,http://www.ihtsdo.org/SCT_10743008
https://www.kegg.jp/entry/C00120,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1766
https://www.kegg.jp/entry/C00183,NDrelation,http://www.ihtsdo.org/SCT_156726002
http://nlp_microbe.ccnu.edu.cn/entity/856,MDrelation,http://www.ihtsdo.org/SCT_5476005
http://nlp_microbe.ccnu.edu.cn/entity/36874,MDrelation,http://www.ihtsdo.org/SCT_248325000
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/712961
https://www.kegg.jp/entry/C00025,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/568703
https://www.kegg.jp/entry/C05443,NDrelation,http://www.ihtsdo.org/SCT_414916001
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_154722002
https://www.kegg.jp/entry/C00369,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/851
http://nlp_microbe.ccnu.edu.cn/entity/1019,MDrelation,http://www.ihtsdo.org/SCT_414916001
http://nlp_microbe.ccnu.edu.cn/entity/1280,MDrelation,http://www.ihtsdo.org/SCT_33449004
http://nlp_microbe.ccnu.edu.cn/entity/1916,MDrelation,http://www.ihtsdo.org/SCT_238106006
http://nlp_microbe.ccnu.edu.cn/entity/37734,MDrelation,http://www.ihtsdo.org/SCT_204507004
https://www.kegg.jp/entry/C00025,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/89059
https://www.kegg.jp/entry/C00255,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/52227
http://nlp_microbe.ccnu.edu.cn/entity/1196325,MDrelation,http://www.ihtsdo.org/SCT_2492009
http://nlp_microbe.ccnu.edu.cn/entity/1423,NMrelation,https://www.kegg.jp/entry/C05265
http://nlp_microbe.ccnu.edu.cn/entity/548,MDrelation,http://www.ihtsdo.org/SCT_267893001
https://www.kegg.jp/entry/C00120,NDrelation,http://www.ihtsdo.org/SCT_248325000
http://nlp_microbe.ccnu.edu.cn/entity/1598,NMrelation,https://www.kegg.jp/entry/C06510
https://www.kegg.jp/entry/C00062,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/1396
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/29380
http://nlp_microbe.ccnu.edu.cn/entity/817,MDrelation,http://www.ihtsdo.org/SCT_298382003
https://www.kegg.jp/entry/C00078,NDrelation,http://www.ihtsdo.org/SCT_35489007
http://nlp_microbe.ccnu.edu.cn/entity/33035,MDrelation,http://www.ihtsdo.org/SCT_25044007
https://www.kegg.jp/entry/C00255,NDrelation,http://www.ihtsdo.org/SCT_443265004
https://www.kegg.jp/entry/C00369,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/239935
https://www.kegg.jp/entry/C00183,NDrelation,http://www.ihtsdo.org/SCT_367127009
https://www.kegg.jp/entry/C00037,NMrelation,http://nlp_microbe.ccnu.edu.cn/entity/851
http://nlp_microbe.ccnu.edu.cn/entity/1343,MDrelation,http://www.ihtsdo.org/SCT_19943007
