"keggcom","disease","text"
"https://www.kegg.jp/entry/C00120","http://www.ihtsdo.org/SCT_282092005","Biotin interferences have been reported for high-sensitive troponin T (hsTnT) and thyroid-stimulating hormone (TSH) assays."
"https://www.kegg.jp/entry/C00120","http://www.ihtsdo.org/SCT_418168000","Biotin interferences have been reported for high-sensitive troponin T (hsTnT) and thyroid-stimulating hormone (TSH) assays."
"https://www.kegg.jp/entry/C00120","http://www.ihtsdo.org/SCT_418634005","Biotin interferences have been reported for high-sensitive troponin T (hsTnT) and thyroid-stimulating hormone (TSH) assays."
"https://www.kegg.jp/entry/C00120","http://www.ihtsdo.org/SCT_91232002","Biotin interferences have been reported for high-sensitive troponin T (hsTnT) and thyroid-stimulating hormone (TSH) assays."
"https://www.kegg.jp/entry/C00120","http://www.ihtsdo.org/SCT_421961002","Biotin interferences have been reported for high-sensitive troponin T (hsTnT) and thyroid-stimulating hormone (TSH) assays."
"https://www.kegg.jp/entry/C00120","http://www.ihtsdo.org/SCT_106190000","Biotin interferences have been reported for high-sensitive troponin T (hsTnT) and thyroid-stimulating hormone (TSH) assays."
"https://www.kegg.jp/entry/C00120","http://www.ihtsdo.org/SCT_269284003","Biotin interferences have been reported for high-sensitive troponin T (hsTnT) and thyroid-stimulating hormone (TSH) assays."
"https://www.kegg.jp/entry/C00120","http://www.ihtsdo.org/SCT_418925002","Biotin interferences have been reported for high-sensitive troponin T (hsTnT) and thyroid-stimulating hormone (TSH) assays."
"https://www.kegg.jp/entry/C00120","http://www.ihtsdo.org/SCT_421668005","Biotin interferences have been reported for high-sensitive troponin T (hsTnT) and thyroid-stimulating hormone (TSH) assays."
"https://www.kegg.jp/entry/C00120","http://www.ihtsdo.org/SCT_83185005","Biotin interferences have been reported for high-sensitive troponin T (hsTnT) and thyroid-stimulating hormone (TSH) assays."
"https://www.kegg.jp/entry/C00089","http://www.ihtsdo.org/SCT_75934005","Background/objectives: Sucrose-sweetened soft drinks (SSSDs) are associated with the development of metabolic disorders."
"https://www.kegg.jp/entry/C00089","http://www.ihtsdo.org/SCT_154733004","Background/objectives: Sucrose-sweetened soft drinks (SSSDs) are associated with the development of metabolic disorders."
"https://www.kegg.jp/entry/C00089","http://www.ihtsdo.org/SCT_190961002","Background/objectives: Sucrose-sweetened soft drinks (SSSDs) are associated with the development of metabolic disorders."
"https://www.kegg.jp/entry/C00089","http://www.ihtsdo.org/SCT_30390004","Background/objectives: Sucrose-sweetened soft drinks (SSSDs) are associated with the development of metabolic disorders."
"https://www.kegg.jp/entry/C00089","http://www.ihtsdo.org/SCT_267456000","Background/objectives: Sucrose-sweetened soft drinks (SSSDs) are associated with the development of metabolic disorders."
"https://www.kegg.jp/entry/C05443","http://www.ihtsdo.org/SCT_124886009","Vitamin D3 was protective against vitamin D deficiency-induced cholesterol increase by maintaining the transcriptional activity of VDR and Insig-2 expression."
"https://www.kegg.jp/entry/C05443","http://www.ihtsdo.org/SCT_154728003","Vitamin D3 was protective against vitamin D deficiency-induced cholesterol increase by maintaining the transcriptional activity of VDR and Insig-2 expression."
"https://www.kegg.jp/entry/C05443","http://www.ihtsdo.org/SCT_190639009","Vitamin D3 was protective against vitamin D deficiency-induced cholesterol increase by maintaining the transcriptional activity of VDR and Insig-2 expression."
"https://www.kegg.jp/entry/C05443","http://www.ihtsdo.org/SCT_190649007","Vitamin D3 was protective against vitamin D deficiency-induced cholesterol increase by maintaining the transcriptional activity of VDR and Insig-2 expression."
"https://www.kegg.jp/entry/C05443","http://www.ihtsdo.org/SCT_34713006","Vitamin D3 was protective against vitamin D deficiency-induced cholesterol increase by maintaining the transcriptional activity of VDR and Insig-2 expression."
"https://www.kegg.jp/entry/C00504","http://www.ihtsdo.org/SCT_363510005","Folic acid fortification and colorectal cancer risk"
"https://www.kegg.jp/entry/C00504","http://www.ihtsdo.org/SCT_93854002","Folic acid fortification and colorectal cancer risk"
"https://www.kegg.jp/entry/C00253","http://www.ihtsdo.org/SCT_64572001","Nicotinic acid, also known as niacin, is the water soluble vitamin B3 used for decades for the treatment of dyslipidemic diseases."
"https://www.kegg.jp/entry/C00253","http://www.ihtsdo.org/SCT_370992007","Nicotinic acid, also known as niacin, is the water soluble vitamin B3 used for decades for the treatment of dyslipidemic diseases."
"https://www.kegg.jp/entry/C00072","http://www.ihtsdo.org/SCT_154671004","Ascorbic acid supplementation improves postprandial glycaemic control and blood pressure in individuals with type 2 diabetes: Findings of a randomized cross-over trial"
"https://www.kegg.jp/entry/C00072","http://www.ihtsdo.org/SCT_191044006","Ascorbic acid supplementation improves postprandial glycaemic control and blood pressure in individuals with type 2 diabetes: Findings of a randomized cross-over trial"
"https://www.kegg.jp/entry/C00072","http://www.ihtsdo.org/SCT_267467004","Ascorbic acid supplementation improves postprandial glycaemic control and blood pressure in individuals with type 2 diabetes: Findings of a randomized cross-over trial"
"https://www.kegg.jp/entry/C00072","http://www.ihtsdo.org/SCT_73211009","Ascorbic acid supplementation improves postprandial glycaemic control and blood pressure in individuals with type 2 diabetes: Findings of a randomized cross-over trial"
"https://www.kegg.jp/entry/C01673","http://www.ihtsdo.org/SCT_363354003","Calcitriol increases Dicer expression and modifies the microRNAs signature in SiHa cervical cancer cells"
"https://www.kegg.jp/entry/C01673","http://www.ihtsdo.org/SCT_188174005","Calcitriol increases Dicer expression and modifies the microRNAs signature in SiHa cervical cancer cells"
"https://www.kegg.jp/entry/C01673","http://www.ihtsdo.org/SCT_254885005","Calcitriol increases Dicer expression and modifies the microRNAs signature in SiHa cervical cancer cells"
"https://www.kegg.jp/entry/C01673","http://www.ihtsdo.org/SCT_93752005","Calcitriol increases Dicer expression and modifies the microRNAs signature in SiHa cervical cancer cells"
"https://www.kegg.jp/entry/C01673","http://www.ihtsdo.org/SCT_188186008","Calcitriol increases Dicer expression and modifies the microRNAs signature in SiHa cervical cancer cells"
"https://www.kegg.jp/entry/C01673","http://www.ihtsdo.org/SCT_154522004","Calcitriol increases Dicer expression and modifies the microRNAs signature in SiHa cervical cancer cells"
"https://www.kegg.jp/entry/C01673","http://www.ihtsdo.org/SCT_154525002","Calcitriol increases Dicer expression and modifies the microRNAs signature in SiHa cervical cancer cells"
"https://www.kegg.jp/entry/C01673","http://www.ihtsdo.org/SCT_269596006","Calcitriol increases Dicer expression and modifies the microRNAs signature in SiHa cervical cancer cells"
"https://www.kegg.jp/entry/C01673","http://www.ihtsdo.org/SCT_285432005","Calcitriol increases Dicer expression and modifies the microRNAs signature in SiHa cervical cancer cells"
"https://www.kegg.jp/entry/C01673","http://www.ihtsdo.org/SCT_269599004","Calcitriol increases Dicer expression and modifies the microRNAs signature in SiHa cervical cancer cells"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_238128006","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_124916000","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_10200004","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_155807008","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_155817003","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_155822003","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_197375001","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_197551000","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_235856003","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_266535008","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_62857009","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_412238008","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00864","http://www.ihtsdo.org/SCT_88566002","Pantothenic acid refeeding diminishes the liver, perinephrical fats, and plasma fats accumulated by pantothenic acid deficiency and/or ethanol consumption"
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_129453003","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_246199000","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_260372006","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_154722002","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_154730001","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190595009","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190608007","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190678008","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_238106006","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_248325000","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_2492009","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_267409003","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_267495004","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_302868002","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_47563007","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_65404009","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_70241007","These findings suggest that feeding either Fe or DHA/EPA alone to adult rats with both ID and (n-3)FAD affects the DA and 5-HT pathways differently than combined repletion and exacerbates the cognitive deficits associated with combined deficiency."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_129453003","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_246199000","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_260372006","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_154722002","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_154730001","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190595009","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190608007","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190678008","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_238106006","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_248325000","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_2492009","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_267409003","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_267495004","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_302868002","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_47563007","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_65404009","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_70241007","Concurrent deficiencies of iron (Fe) (ID) and (n-3) fatty acids [(n-3)FAD)] in rats can alter brain monoamine pathways and impair learning and memory."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_129453003","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_246199000","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_260372006","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_154722002","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_154730001","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190595009","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190608007","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190678008","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_238106006","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_248325000","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_2492009","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_267409003","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_267495004","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_302868002","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_47563007","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_65404009","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_70241007","These results suggest that the combined deficiencies of Fe and (n-3) FA disrupt brain monoamine metabolism and produce greater deficits in reference memory than ID or (n-3)FAD alone."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_129453003","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_246199000","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_260372006","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_154722002","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_154730001","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190595009","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190608007","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_190678008","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_238106006","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_248325000","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_2492009","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_267409003","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_267495004","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_302868002","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_47563007","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_65404009","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_70241007","Deficiencies of iron (Fe) (ID) and (n-3) fatty acids (FA) [(n-3)FAD] may impair brain development and function through shared mechanisms."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_129453003","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_246199000","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_260372006","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_154722002","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_154730001","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_190595009","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_190608007","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_190678008","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_238106006","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_248325000","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_2492009","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_267409003","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_267495004","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_302868002","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_47563007","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_65404009","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_70241007","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_154432008","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_154433003","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_154577008","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_187597000","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_188475001","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_188482002","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
"https://www.kegg.jp/entry/C00318","http://www.ihtsdo.org/SCT_190150006","Deficiency of L-Carnitine has been proposed to cause cancer cachexia."
